Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-10-22 16:20:27, 08c659b3-ed50-40c3-9070-407295a225a3, /api/v1/pets, POST, BASIC, 451ms, CPU Load: 60.87%, Memory Load: 3.766289GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-10-22 16:20:52, 8c272e94-6612-4388-85c7-fbd1c16b125d, /api/v1/pets/3661, DELETE, BASIC, 361ms, CPU Load: 46.43%, Memory Load: 3.766289GB
2024-10-22 16:20:57, e443665c-e5f8-4f4f-a456-9e0e1cb1f9cd, /api/v1/pets, GET, BASIC, 494ms, CPU Load: 0.00%, Memory Load: 3.766289GB
2024-10-22 16:20:57, 8cc5712c-6b3b-4f5a-894e-8935f08eb21a, /api/v1/visits, GET, BASIC, 360ms, CPU Load: 0.00%, Memory Load: 3.766289GB
2024-10-22 16:20:52, 11ccd8d4-05d4-4ce7-9a15-d83d04af1d0e, /api/v1/pets, GET, BASIC, 188ms, CPU Load: 46.43%, Memory Load: 3.766289GB
2024-10-22 16:20:47, e51c691b-2923-4e7e-b68e-6bb375c84f66, /api/v1/visits, GET, BASIC, 152ms, CPU Load: 0.00%, Memory Load: 3.766289GB
2024-10-22 16:21:02, bf81c1b0-3025-427f-82ef-f2fd024730fc, /api/v1/pets, POST, BASIC, 279ms, CPU Load: 0.00%, Memory Load: 3.766289GB
2024-10-22 16:20:52, b688aa82-8a5c-4074-aec9-a6d70213b93a, /api/v1/visits, GET, BASIC, 74ms, CPU Load: 46.43%, Memory Load: 3.766289GB
2024-10-22 16:21:07, 7ed56ee3-b5fc-4633-bc00-939e29198c2f, /api/v1/pets, POST, BASIC, 123ms, CPU Load: 54.55%, Memory Load: 3.766289GB
2024-10-22 16:20:47, 1cbe8be6-7e4f-48a4-8eea-08e52591c17a, /api/v1/pets, GET, BASIC, 269ms, CPU Load: 0.00%, Memory Load: 3.766289GB
2024-10-22 16:21:12, efcb84b1-aab1-4944-b548-3973b9f863bb, /api/v1/pets/types, GET, BASIC, 115ms, CPU Load: 23.33%, Memory Load: 3.766529GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-10-22 16:21:27, f3b9c7cc-9d76-49c9-82f1-d62af92471fd, /api/v1/pets, GET, BASIC, 218ms, CPU Load: 14.29%, Memory Load: 3.767010GB
2024-10-22 16:21:17, 32ab7be7-2eab-4497-b6cf-96aa1af6a4a2, /api/v1/visits, GET, BASIC, 72ms, CPU Load: 57.14%, Memory Load: 3.766769GB
2024-10-22 16:21:22, 059e1951-127f-4456-a793-018876014b13, /api/v1/visits, GET, BASIC, 401ms, CPU Load: 31.43%, Memory Load: 3.766769GB
2024-10-22 16:21:32, 78235927-7f6c-48cb-956b-f8b6ba8abea5, /api/v1/pets, GET, BASIC, 156ms, CPU Load: 82.14%, Memory Load: 3.767010GB
2024-10-22 16:21:37, 034c4bf0-05b5-48ab-b50a-41a7a9ceb185, /api/v1/visits, GET, BASIC, 229ms, CPU Load: 2.70%, Memory Load: 3.767010GB
2024-10-22 16:21:37, 4414f872-ab52-4cdb-b37c-1e63c9e14cdd, /api/v1/pets, GET, BASIC, 370ms, CPU Load: 2.70%, Memory Load: 3.767010GB
2024-10-22 16:21:32, da272f45-c922-4611-a6b0-9e28313a772b, /api/v1/visits, GET, BASIC, 45ms, CPU Load: 82.14%, Memory Load: 3.767010GB
2024-10-22 16:21:22, fa916423-7b30-462c-9f24-bc32124a8a6f, /api/v1/pets, GET, BASIC, 470ms, CPU Load: 31.43%, Memory Load: 3.766769GB
2024-10-22 16:21:27, 4eae6f5a-998b-4a2e-918a-6a04dc67c68e, /api/v1/visits, GET, BASIC, 139ms, CPU Load: 14.29%, Memory Load: 3.767010GB
2024-10-22 16:21:42, da34fa01-af6b-4e3d-981c-4ec79fc2066c, /api/v1/pets, GET, BASIC, 219ms, CPU Load: 67.86%, Memory Load: 3.767010GB
2024-10-22 16:21:42, 7583d373-d596-45a4-b549-97908cceeb28, /api/v1/visits, GET, BASIC, 56ms, CPU Load: 67.86%, Memory Load: 3.767010GB
2024-10-22 16:21:32, 3c565547-eec2-4ad3-bfed-2bec8538997c, /api/v1/pets/3676, DELETE, BASIC, 365ms, CPU Load: 82.14%, Memory Load: 3.767010GB
2024-10-22 16:21:17, 981e4402-cdf5-4588-8403-0f5cdfc33d8c, /api/v1/pets, GET, BASIC, 249ms, CPU Load: 57.14%, Memory Load: 3.766769GB
2024-10-22 16:21:27, 38f4ee50-aa59-458c-b0d1-ce054d3134c9, /api/v1/pets/3674, DELETE, BASIC, 336ms, CPU Load: 14.29%, Memory Load: 3.767010GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-10-22 16:21:57, 37b90929-6cfe-4971-a95d-490b513f52d9, /api/v1/pets/types, GET, BASIC, 312ms, CPU Load: 2.56%, Memory Load: 3.767490GB
2024-10-22 16:21:47, 432daac0-e374-4335-a7da-7770a733842e, /api/v1/pets, POST, BASIC, 438ms, CPU Load: 16.67%, Memory Load: 3.767490GB
2024-10-22 16:22:12, 2d5db956-5d33-4b76-ab1a-a4186c9ea013, /api/v1/visits, GET, BASIC, 501ms, CPU Load: 69.23%, Memory Load: 3.767731GB
2024-10-22 16:21:52, aa64206e-1772-4389-9686-32ff4979529e, /api/v1/pets/types, GET, BASIC, 293ms, CPU Load: 0.00%, Memory Load: 3.767490GB
2024-10-22 16:22:07, ac62f4c8-e178-4ab1-9713-ebf9db3f0fc8, /api/v1/pets, GET, BASIC, 352ms, CPU Load: 29.63%, Memory Load: 3.767670GB
2024-10-22 16:22:02, 87865bff-c0ca-4092-af65-08039933322e, /api/v1/pets, GET, BASIC, 392ms, CPU Load: 0.00%, Memory Load: 3.767490GB
2024-10-22 16:22:07, 4f423b0d-9b60-49b8-9103-bc6cc6dce0b1, /api/v1/visits, GET, BASIC, 180ms, CPU Load: 29.63%, Memory Load: 3.767670GB
2024-10-22 16:22:12, cdd4b45c-3e36-48bf-b714-35ccb4ac5cac, /api/v1/pets, GET, BASIC, 68ms, CPU Load: 69.23%, Memory Load: 3.767731GB
2024-10-22 16:22:02, 0e818a63-3efb-4865-a57a-b4735c457175, /api/v1/visits, GET, BASIC, 321ms, CPU Load: 0.00%, Memory Load: 3.767490GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-10-22 16:22:22, fbfcda8a-5c0b-4d8d-a0c9-bf8cd1de7d2b, /api/v1/pets, GET, BASIC, 229ms, CPU Load: 8.57%, Memory Load: 3.767731GB
2024-10-22 16:22:27, 0186af6d-ab21-4fd0-b92d-5e9b725c2b81, /api/v1/pets, GET, BASIC, 263ms, CPU Load: 13.79%, Memory Load: 3.768211GB
2024-10-22 16:22:22, a4f403e2-8581-4847-ac5e-f602ecc2955c, /api/v1/pets/3695, DELETE, BASIC, 338ms, CPU Load: 8.57%, Memory Load: 3.767731GB
2024-10-22 16:22:32, d02ae5be-4c11-4fd7-9c11-23bea75f48f2, /api/v1/pets, GET, BASIC, 284ms, CPU Load: 59.26%, Memory Load: 3.768211GB
2024-10-22 16:22:17, a5bf9dd1-e5ae-4ca3-9557-5757b7bfcf47, /api/v1/pets/3693, DELETE, BASIC, 289ms, CPU Load: 68.97%, Memory Load: 3.767731GB
2024-10-22 16:22:17, 1c19db4e-c4c7-4104-901e-8ee95f1b7ed6, /api/v1/visits, GET, BASIC, 24ms, CPU Load: 68.97%, Memory Load: 3.767731GB
2024-10-22 16:22:22, a42e4af3-763c-4573-8fc7-ab4ad0d0676e, /api/v1/visits, GET, BASIC, 134ms, CPU Load: 8.57%, Memory Load: 3.767731GB
2024-10-22 16:22:37, dc7079f0-b63b-4f23-85e5-1a8e3d5cee5f, /api/v1/pets, POST, BASIC, 268ms, CPU Load: 2.63%, Memory Load: 3.768452GB
2024-10-22 16:22:27, 8cba49d5-6a02-4f2e-b3d3-cc330ae75993, /api/v1/visits, GET, BASIC, 132ms, CPU Load: 13.79%, Memory Load: 3.768211GB
2024-10-22 16:22:32, 587697a7-fd37-40fe-a865-713caf0250ef, /api/v1/visits, GET, BASIC, 70ms, CPU Load: 59.26%, Memory Load: 3.768211GB
2024-10-22 16:22:42, eee18bd6-a028-4624-9583-8a9260c0e264, /api/v1/pets/types, GET, BASIC, 271ms, CPU Load: 0.00%, Memory Load: 3.768753GB
2024-10-22 16:22:17, f4a3cb13-6f79-47ac-b702-200fb0d1bcf4, /api/v1/pets, GET, BASIC, 151ms, CPU Load: 68.97%, Memory Load: 3.767731GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-10-22 16:22:52, 06cdf99c-8779-4025-af4c-6b33f4d43b9e, /api/v1/visits, GET, BASIC, 453ms, CPU Load: 74.07%, Memory Load: 3.778435GB
2024-10-22 16:23:02, 1d61d8ba-34b3-49e2-804b-742cb33e1155, /api/v1/pets, GET, BASIC, 144ms, CPU Load: 42.86%, Memory Load: 3.771278GB
2024-10-22 16:23:02, e7c39145-acd8-4870-b282-abb470c87d2d, /api/v1/pets/3710, DELETE, BASIC, 296ms, CPU Load: 42.86%, Memory Load: 3.771278GB
2024-10-22 16:23:02, 78c5988e-d817-42ec-8bd1-88344b2a8108, /api/v1/visits, GET, BASIC, 73ms, CPU Load: 42.86%, Memory Load: 3.771278GB
2024-10-22 16:23:12, 952a2d07-496d-49ac-ac44-5bc72ccbb45d, /api/v1/pets/3714, DELETE, BASIC, 40ms, CPU Load: 62.50%, Memory Load: 3.771519GB
2024-10-22 16:23:07, cf705235-d99f-45a7-be74-4a84ee79f40b, /api/v1/pets/3712, DELETE, BASIC, 43ms, CPU Load: 51.85%, Memory Load: 3.771519GB
2024-10-22 16:22:57, b8cf1dc2-0f24-4159-b3e6-f95c872e7b8f, /api/v1/pets, GET, BASIC, 57ms, CPU Load: 58.33%, Memory Load: 3.778435GB
2024-10-22 16:23:12, 4ad4eed4-06fc-40b2-a8f5-890796f2a32f, /api/v1/pets, GET, BASIC, 525ms, CPU Load: 62.50%, Memory Load: 3.771519GB
2024-10-22 16:23:12, 062a11fd-5e40-4c9d-ab48-857a2ab6633f, /api/v1/visits, GET, BASIC, 431ms, CPU Load: 62.50%, Memory Load: 3.771519GB
2024-10-22 16:22:47, ee70c896-3487-4d8c-91d0-41b6b202d0e4, /api/v1/pets/types, GET, BASIC, 244ms, CPU Load: 0.00%, Memory Load: 3.793205GB
2024-10-22 16:22:52, cb741ad4-17d9-434b-91ea-21606a43c362, /api/v1/pets, GET, BASIC, 40ms, CPU Load: 74.07%, Memory Load: 3.778435GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-10-22 16:23:17, db56e75c-d7e9-4aa0-8edb-690c2e5cb981, /api/v1/pets, GET, BASIC, 80ms, CPU Load: 55.56%, Memory Load: 3.771519GB
2024-10-22 16:23:42, 0b90428b-63aa-4f19-b9e3-a13d94221c9b, /api/v1/pets/types, GET, BASIC, 101ms, CPU Load: 48.28%, Memory Load: 3.771519GB
2024-10-22 16:23:37, 4928b14e-5567-45d7-831f-e6a0272e2346, /api/v1/visits, GET, BASIC, 503ms, CPU Load: 65.52%, Memory Load: 3.771580GB
2024-10-22 16:23:27, 03154ff6-8096-4e9c-9327-15484a247505, /api/v1/pets, POST, BASIC, 289ms, CPU Load: 2.56%, Memory Load: 3.771519GB
2024-10-22 16:23:42, 2220517c-f62c-462c-aded-b261f4aa134b, /api/v1/visits, GET, BASIC, 491ms, CPU Load: 48.28%, Memory Load: 3.771519GB
2024-10-22 16:23:22, 81a5ea01-2f9b-4e1c-8963-c075cb323fd9, /api/v1/visits, GET, BASIC, 131ms, CPU Load: 10.34%, Memory Load: 3.771519GB
2024-10-22 16:23:32, 249bf807-1511-49ec-8548-7c3608f331e1, /api/v1/pets/types, GET, BASIC, 422ms, CPU Load: 51.85%, Memory Load: 3.771519GB
2024-10-22 16:23:22, dc5e0b46-058e-4f84-b98e-178fcbec56eb, /api/v1/pets, GET, BASIC, 224ms, CPU Load: 10.34%, Memory Load: 3.771519GB
2024-10-22 16:23:37, 6e774ffb-49c9-44bf-8a10-47e38c3e9004, /api/v1/pets/types, GET, BASIC, 64ms, CPU Load: 65.52%, Memory Load: 3.771580GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-10-22 16:24:02, 3892e567-7ea4-4094-8e3c-5d1b00044259, /api/v1/visits, GET, BASIC, 501ms, CPU Load: 65.22%, Memory Load: 3.771698GB
2024-10-22 16:23:47, 5f55b81f-ff6f-499e-a238-48b2b6ab66fb, /api/v1/visits, GET, BASIC, 488ms, CPU Load: 17.14%, Memory Load: 3.771759GB
2024-10-22 16:23:52, 10af6c18-ab36-4c7b-9de0-2057bea1240e, /api/v1/visits, GET, BASIC, 189ms, CPU Load: 2.78%, Memory Load: 3.771759GB
2024-10-22 16:24:02, 1a550c05-e77e-4d86-8e14-8654da344e2e, /api/v1/pets, GET, BASIC, 143ms, CPU Load: 65.22%, Memory Load: 3.771698GB
2024-10-22 16:23:52, fc768a8d-1143-496b-807e-100e83b1a31f, /api/v1/pets, GET, BASIC, 280ms, CPU Load: 2.78%, Memory Load: 3.771759GB
2024-10-22 16:24:02, cf0ddedf-c948-4fa9-9fa4-502151231891, /api/v1/visits, GET, BASIC, 38ms, CPU Load: 65.22%, Memory Load: 3.771698GB
2024-10-22 16:24:12, e2a36b6d-92dd-4638-b7c3-2ad72cd63ace, /api/v1/pets/3737, DELETE, BASIC, 203ms, CPU Load: 60.87%, Memory Load: 3.773682GB
2024-10-22 16:23:57, 1e254a17-5e61-404b-9ece-721394c93f47, /api/v1/visits, GET, BASIC, 76ms, CPU Load: 48.15%, Memory Load: 3.771759GB
2024-10-22 16:24:12, b1d0ed74-7649-4810-96e2-a0e5970037f5, /api/v1/pets, GET, BASIC, 50ms, CPU Load: 60.87%, Memory Load: 3.773682GB
2024-10-22 16:23:57, 3fafcd6e-0693-4c1c-adef-b6c8863373eb, /api/v1/pets, GET, BASIC, 273ms, CPU Load: 48.15%, Memory Load: 3.771759GB
2024-10-22 16:24:07, f64d574b-e292-40c5-b1a1-936753c105dd, /api/v1/pets/3735, DELETE, BASIC, 155ms, CPU Load: 59.09%, Memory Load: 3.771759GB
2024-10-22 16:23:47, 38a93052-437d-4ad7-861f-39e5f083b5f3, /api/v1/pets/types, GET, BASIC, 102ms, CPU Load: 17.14%, Memory Load: 3.771759GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-10-22 16:24:37, 24974623-3cb3-4780-aea4-fb62f606cca1, /api/v1/visits, GET, BASIC, 12ms, CPU Load: 63.64%, Memory Load: 3.773682GB
2024-10-22 16:24:27, 95b951b0-87b3-404d-8da7-8bdad0d0db04, /api/v1/visits, GET, BASIC, 331ms, CPU Load: 6.25%, Memory Load: 3.773682GB
2024-10-22 16:24:42, a4159f38-eaff-4782-b56b-4f5e3f746dd8, /api/v1/visits, GET, BASIC, 75ms, CPU Load: 38.71%, Memory Load: 3.773682GB
2024-10-22 16:24:27, 307d2a17-c39d-4dea-a955-cc6f47a9d7c6, /api/v1/pets, GET, BASIC, 422ms, CPU Load: 6.25%, Memory Load: 3.773682GB
2024-10-22 16:24:37, f9819360-10c1-499b-a21d-40fbe34f5ad3, /api/v1/visits, GET, BASIC, 447ms, CPU Load: 63.64%, Memory Load: 3.773682GB
2024-10-22 16:24:32, 21cdc25d-b1e5-4c6e-ace6-2bfe100a26a0, /api/v1/visits, GET, BASIC, 231ms, CPU Load: 0.00%, Memory Load: 3.773682GB
2024-10-22 16:24:37, 8efb1eb4-0691-4ca1-9478-86d7de98e432, /api/v1/pets, GET, BASIC, 85ms, CPU Load: 63.64%, Memory Load: 3.773682GB
2024-10-22 16:24:17, 8c6904eb-3b36-4a06-9c92-c46caa331095, /api/v1/pets, POST, BASIC, 252ms, CPU Load: 2.70%, Memory Load: 3.773682GB
2024-10-22 16:24:42, 84ef0bb0-8670-464a-a3cf-0710ee96c0c8, /api/v1/pets/3748, DELETE, BASIC, 360ms, CPU Load: 38.71%, Memory Load: 3.773682GB
2024-10-22 16:24:32, afb4902a-e484-485d-8763-821a3ac33b99, /api/v1/pets, GET, BASIC, 357ms, CPU Load: 0.00%, Memory Load: 3.773682GB
2024-10-22 16:24:22, a59d156d-883c-456e-b1ed-8373286182ec, /api/v1/pets, POST, BASIC, 239ms, CPU Load: 0.00%, Memory Load: 3.773682GB
2024-10-22 16:24:37, ee3a7804-9ae7-4620-8158-d053076a3166, /api/v1/pets, GET, BASIC, 505ms, CPU Load: 63.64%, Memory Load: 3.773682GB
2024-10-22 16:24:42, 2df4206b-3700-400b-8124-7c708172a8a9, /api/v1/pets, GET, BASIC, 193ms, CPU Load: 38.71%, Memory Load: 3.773682GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-10-22 16:24:57, 9dd8e785-9f93-4b48-be51-bc36c9ca74fd, /api/v1/pets/3754, DELETE, BASIC, 122ms, CPU Load: 45.45%, Memory Load: 3.765732GB
2024-10-22 16:25:07, a6e62fa7-21b2-4c4b-9211-6ecf6f16b24b, /api/v1/pets, GET, BASIC, 508ms, CPU Load: 32.35%, Memory Load: 3.767414GB
2024-10-22 16:24:57, fa726364-3f13-40ff-8888-7ef7dd462a66, /api/v1/pets, GET, BASIC, 16ms, CPU Load: 45.45%, Memory Load: 3.765732GB
2024-10-22 16:25:07, 1d933230-dbcb-4b88-93f3-bd347d191c3b, /api/v1/pets/types, GET, BASIC, 31ms, CPU Load: 32.35%, Memory Load: 3.767414GB
2024-10-22 16:24:47, 5d911bda-ae0e-47de-b206-5057706ff93e, /api/v1/visits, GET, BASIC, 269ms, CPU Load: 0.00%, Memory Load: 3.774136GB
2024-10-22 16:25:02, 6648bf33-9659-4de2-8add-987592b7a484, /api/v1/pets/3756, DELETE, BASIC, 527ms, CPU Load: 8.57%, Memory Load: 3.767414GB
2024-10-22 16:25:12, c0bb4e6a-771d-4c3c-9e71-62381d52d0c4, /api/v1/pets, POST, BASIC, 97ms, CPU Load: 11.43%, Memory Load: 3.767414GB
2024-10-22 16:24:47, f9f0a3dd-7642-49b1-9397-a73d6ecc0835, /api/v1/pets/3750, DELETE, BASIC, 478ms, CPU Load: 0.00%, Memory Load: 3.774136GB
2024-10-22 16:24:57, 4a2825e3-9b71-4ec8-8b1e-3a6d5df53d6c, /api/v1/visits, GET, BASIC, 509ms, CPU Load: 45.45%, Memory Load: 3.765732GB
2024-10-22 16:25:02, 64829e48-2d47-404a-b853-5d6d65b741e1, /api/v1/pets, GET, BASIC, 436ms, CPU Load: 8.57%, Memory Load: 3.767414GB
2024-10-22 16:24:47, 9a84c779-39c9-49c7-a2b8-0de756579f2f, /api/v1/pets, GET, BASIC, 348ms, CPU Load: 0.00%, Memory Load: 3.774136GB
2024-10-22 16:24:52, 84560e4c-6f9e-4584-84c7-c82c11d493d1, /api/v1/pets/3752, DELETE, BASIC, 104ms, CPU Load: 56.52%, Memory Load: 3.774376GB
2024-10-22 16:25:07, b4bea8d9-7628-49b9-8ea2-7da60d6ac345, /api/v1/visits, GET, BASIC, 437ms, CPU Load: 32.35%, Memory Load: 3.767414GB
2024-10-22 16:25:12, 013be4b0-c0f1-4abe-975d-2dbb8a2d8591, /api/v1/pets/types, GET, BASIC, 466ms, CPU Load: 11.43%, Memory Load: 3.767414GB
2024-10-22 16:25:02, 12dff008-1a45-4cf4-8f72-a5a239e3f3da, /api/v1/visits, GET, BASIC, 364ms, CPU Load: 8.57%, Memory Load: 3.767414GB
2024-10-22 16:24:52, 59a1bc72-ef8e-46c8-b058-16515b06d1c4, /api/v1/visits, GET, BASIC, 504ms, CPU Load: 56.52%, Memory Load: 3.774376GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-10-22 16:25:32, 81cd5369-2995-4315-9e31-a98200adb5b2, /api/v1/pets/3769, DELETE, BASIC, 379ms, CPU Load: 2.44%, Memory Load: 3.767414GB
2024-10-22 16:25:27, f1c51af0-ca21-44c4-b288-60ef80e8ba71, /api/v1/visits, GET, BASIC, 364ms, CPU Load: 8.33%, Memory Load: 3.767414GB
2024-10-22 16:25:37, e73fd0a7-ab82-453c-abad-5638af136523, /api/v1/pets, GET, BASIC, 300ms, CPU Load: 6.25%, Memory Load: 3.767414GB
2024-10-22 16:25:42, f616092d-31ec-4636-a663-a3275221fa68, /api/v1/pets/types, GET, BASIC, 228ms, CPU Load: 0.00%, Memory Load: 3.767414GB
2024-10-22 16:25:37, 07ee692c-fb0f-4cfe-83e9-343df5cecd04, /api/v1/visits, GET, BASIC, 225ms, CPU Load: 6.25%, Memory Load: 3.767414GB
2024-10-22 16:25:32, 8c383677-dc31-4e39-8216-ff35c3b40e97, /api/v1/pets, GET, BASIC, 276ms, CPU Load: 2.44%, Memory Load: 3.767414GB
2024-10-22 16:25:17, 55dadd2e-f892-4221-94be-285afe174efe, /api/v1/pets, POST, BASIC, 334ms, CPU Load: 0.00%, Memory Load: 3.767414GB
2024-10-22 16:25:22, aa57ba7b-1dad-4dc0-ab34-313b2a288b5c, /api/v1/pets, POST, BASIC, 417ms, CPU Load: 16.67%, Memory Load: 3.767414GB
2024-10-22 16:25:32, 9cea2be6-85c9-4084-b944-f44c379754d5, /api/v1/visits, GET, BASIC, 206ms, CPU Load: 2.44%, Memory Load: 3.767414GB
2024-10-22 16:25:27, fb5edd65-150e-4351-af3c-18f4f5eba73b, /api/v1/pets, GET, BASIC, 472ms, CPU Load: 8.33%, Memory Load: 3.767414GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-10-22 16:25:57, 87afc3ec-8d00-45a9-b735-3105e595ad89, /api/v1/visits, GET, BASIC, 78ms, CPU Load: 13.89%, Memory Load: 3.767414GB
2024-10-22 16:25:47, 0b41aeaa-be61-4643-8d53-7034155fff63, /api/v1/pets, POST, BASIC, 290ms, CPU Load: 0.00%, Memory Load: 3.767597GB
2024-10-22 16:26:07, 0edfa07f-5be7-47c0-8489-cdb18aa67ebc, /api/v1/pets/types, GET, BASIC, 185ms, CPU Load: 5.00%, Memory Load: 3.767414GB
2024-10-22 16:26:02, bfc5f687-7b85-4cd3-ae3b-9c6eee0ba9ae, /api/v1/visits, GET, BASIC, 134ms, CPU Load: 0.00%, Memory Load: 3.767414GB
2024-10-22 16:26:12, 5302f287-102c-4c26-9eb1-a58b6f8c111f, /api/v1/pets, POST, BASIC, 257ms, CPU Load: 3.13%, Memory Load: 3.774864GB
2024-10-22 16:25:52, 6e7e1184-9cd9-4862-b0b2-34b802af9d16, /api/v1/visits, GET, BASIC, 283ms, CPU Load: 0.00%, Memory Load: 3.767414GB
2024-10-22 16:26:12, 927e3a5c-0e1f-4541-b426-ef493d80d169, /api/v1/vets, GET, GOLD, 188ms, CPU Load: 3.13%, Memory Load: 3.774864GB
2024-10-22 16:25:57, b8a36639-bf62-492c-9679-97663f589a77, /api/v1/pets/3780, DELETE, BASIC, 242ms, CPU Load: 13.89%, Memory Load: 3.767414GB
2024-10-22 16:25:57, b1e37fb3-166e-4e64-83b8-9417e5629f4e, /api/v1/pets, GET, BASIC, 149ms, CPU Load: 13.89%, Memory Load: 3.767414GB
2024-10-22 16:25:52, 719d8ca1-5021-4019-83ce-e9cdba899138, /api/v1/pets, GET, BASIC, 359ms, CPU Load: 0.00%, Memory Load: 3.767414GB
2024-10-22 16:26:12, 05f511eb-76a4-4c37-a912-aae1c7f0419d, /api/v1/pets/3788, GET, GOLD, 280ms, CPU Load: 3.13%, Memory Load: 3.774864GB
2024-10-22 16:26:02, dad1555a-a292-47a6-9892-847cd41616c4, /api/v1/pets, GET, BASIC, 200ms, CPU Load: 0.00%, Memory Load: 3.767414GB
Timestamp, Request ID, URI, Method, Pricing, Elapsed Time, CPU Load, Memory Load
2024-10-22 16:26:32, 9a5ee636-88e2-477f-944f-9bbd2c97d74a, /api/v1/pets/types, GET, BASIC, 350ms, CPU Load: 40.63%, Memory Load: 3.768105GB
2024-10-22 16:26:22, 84272292-5792-4bb4-8711-3fc1853b0f44, /api/v1/pets, GET, GOLD, 362ms, CPU Load: 0.00%, Memory Load: 3.768166GB
2024-10-22 16:26:27, 20b131e1-30f1-418b-9d5b-2dafd1818d63, /api/v1/visits, GET, GOLD, 247ms, CPU Load: 0.00%, Memory Load: 3.768105GB
2024-10-22 16:26:17, 1c34dc5b-7195-4b9d-966c-557e8c90b185, /api/v1/visits, GET, BASIC, 311ms, CPU Load: 0.00%, Memory Load: 3.774864GB
2024-10-22 16:26:22, b1f97792-42a6-411b-985e-69395a540adb, /api/v1/pets, GET, BASIC, 241ms, CPU Load: 0.00%, Memory Load: 3.768166GB
2024-10-22 16:26:17, ff457cb3-0626-4f3e-9204-6fbbe1111ed4, /api/v1/pets, GET, BASIC, 399ms, CPU Load: 0.00%, Memory Load: 3.774864GB
2024-10-22 16:26:27, f5956138-e14c-4130-9c9b-34b17d454fd0, /api/v1/pets, GET, BASIC, 274ms, CPU Load: 0.00%, Memory Load: 3.768105GB
